"","file_name","number_of_clusers_with_p_less_than_0.05","lowest_p_value"
"324","perm_39_Summary.of.stats_Random.Group.Allocation.csv",24,4.46369891879825e-05
"325","perm_390_Summary.of.stats_Random.Group.Allocation.csv",25,0.000941456135246824
"326","perm_391_Summary.of.stats_Random.Group.Allocation.csv",23,0.000906513239151429
"327","perm_392_Summary.of.stats_Random.Group.Allocation.csv",16,0.00200201938845502
"328","perm_393_Summary.of.stats_Random.Group.Allocation.csv",33,0.00111235912120588
"329","perm_394_Summary.of.stats_Random.Group.Allocation.csv",19,0.0036037964885136
"330","perm_395_Summary.of.stats_Random.Group.Allocation.csv",35,0.000208307364318392
"331","perm_396_Summary.of.stats_Random.Group.Allocation.csv",10,0.000315606957836013
"332","perm_397_Summary.of.stats_Random.Group.Allocation.csv",29,0.000861641682612972
"333","perm_398_Summary.of.stats_Random.Group.Allocation.csv",16,0.000479410927018334
"334","perm_399_Summary.of.stats_Random.Group.Allocation.csv",19,0.00327914044443308
"335","perm_4_Summary.of.stats_Random.Group.Allocation.csv",21,3.28967607720371e-06
"336","perm_40_Summary.of.stats_Random.Group.Allocation.csv",22,5.81647714662684e-05
"337","perm_400_Summary.of.stats_Random.Group.Allocation.csv",18,3.28317258528919e-05
"338","perm_401_Summary.of.stats_Random.Group.Allocation.csv",23,2.47704687976932e-05
"339","perm_402_Summary.of.stats_Random.Group.Allocation.csv",33,0.00437205967193257
"340","perm_403_Summary.of.stats_Random.Group.Allocation.csv",21,0.00175935518065042
"341","perm_404_Summary.of.stats_Random.Group.Allocation.csv",12,0.00176972071567556
"342","perm_405_Summary.of.stats_Random.Group.Allocation.csv",24,0.000295272736911879
"343","perm_406_Summary.of.stats_Random.Group.Allocation.csv",23,0.00111235912120588
"344","perm_407_Summary.of.stats_Random.Group.Allocation.csv",16,0.00037193639915791
"345","perm_408_Summary.of.stats_Random.Group.Allocation.csv",25,0.000219632885031694
"346","perm_409_Summary.of.stats_Random.Group.Allocation.csv",26,0.00178640702327306
"347","perm_41_Summary.of.stats_Random.Group.Allocation.csv",23,9.79789516797615e-05
"348","perm_410_Summary.of.stats_Random.Group.Allocation.csv",24,0.000412565890545032
"349","perm_411_Summary.of.stats_Random.Group.Allocation.csv",16,0.00117784762300846
"350","perm_412_Summary.of.stats_Random.Group.Allocation.csv",14,2.66241430510636e-05
"351","perm_413_Summary.of.stats_Random.Group.Allocation.csv",25,0.000116558477333861
"352","perm_414_Summary.of.stats_Random.Group.Allocation.csv",19,0.00132398211300127
"353","perm_415_Summary.of.stats_Random.Group.Allocation.csv",17,0.00112668301780295
"354","perm_416_Summary.of.stats_Random.Group.Allocation.csv",25,0.000322466232984973
"355","perm_417_Summary.of.stats_Random.Group.Allocation.csv",34,0.000773287651880483
"356","perm_418_Summary.of.stats_Random.Group.Allocation.csv",27,0.000489504451936594
"357","perm_419_Summary.of.stats_Random.Group.Allocation.csv",21,7.71254366022014e-05
"358","perm_42_Summary.of.stats_Random.Group.Allocation.csv",20,9.23676921190274e-05
"359","perm_420_Summary.of.stats_Random.Group.Allocation.csv",25,0.00122135852668219
"360","perm_421_Summary.of.stats_Random.Group.Allocation.csv",31,6.52073774570975e-06
"361","perm_422_Summary.of.stats_Random.Group.Allocation.csv",20,0.00214968351712125
"362","perm_423_Summary.of.stats_Random.Group.Allocation.csv",22,0.000232241732262693
"363","perm_424_Summary.of.stats_Random.Group.Allocation.csv",32,0.000188937352840594
"364","perm_425_Summary.of.stats_Random.Group.Allocation.csv",11,0.00314217538236237
"365","perm_426_Summary.of.stats_Random.Group.Allocation.csv",14,0.00223924078588464
"366","perm_427_Summary.of.stats_Random.Group.Allocation.csv",15,0.000382787489555822
"367","perm_428_Summary.of.stats_Random.Group.Allocation.csv",25,0.000896457879276102
"368","perm_429_Summary.of.stats_Random.Group.Allocation.csv",27,6.43055358688931e-06
"369","perm_43_Summary.of.stats_Random.Group.Allocation.csv",20,0.000462165990819037
"370","perm_430_Summary.of.stats_Random.Group.Allocation.csv",35,2.52131685888459e-05
"371","perm_431_Summary.of.stats_Random.Group.Allocation.csv",28,3.6947167504637e-05
"372","perm_432_Summary.of.stats_Random.Group.Allocation.csv",19,5.07231448009158e-06
"373","perm_433_Summary.of.stats_Random.Group.Allocation.csv",17,0.000736865208390749
"374","perm_434_Summary.of.stats_Random.Group.Allocation.csv",18,0.000121002256632312
"375","perm_435_Summary.of.stats_Random.Group.Allocation.csv",17,0.000735206911727811
"376","perm_436_Summary.of.stats_Random.Group.Allocation.csv",29,5.74479912227725e-06
"377","perm_437_Summary.of.stats_Random.Group.Allocation.csv",12,0.000618987920595061
"378","perm_438_Summary.of.stats_Random.Group.Allocation.csv",22,0.000144685563833099
"379","perm_439_Summary.of.stats_Random.Group.Allocation.csv",31,0.000339277308620465
"380","perm_44_Summary.of.stats_Random.Group.Allocation.csv",26,2.88790409305309e-06
"381","perm_440_Summary.of.stats_Random.Group.Allocation.csv",16,0.000208307364318392
"382","perm_441_Summary.of.stats_Random.Group.Allocation.csv",26,0.000381507050039881
"383","perm_442_Summary.of.stats_Random.Group.Allocation.csv",24,0.000240247908452733
"384","perm_443_Summary.of.stats_Random.Group.Allocation.csv",19,1.44387709109525e-05
"385","perm_444_Summary.of.stats_Random.Group.Allocation.csv",12,0.000435283513859973
"386","perm_445_Summary.of.stats_Random.Group.Allocation.csv",23,0.000116134123076254
"387","perm_446_Summary.of.stats_Random.Group.Allocation.csv",30,0.000651145444284935
"388","perm_447_Summary.of.stats_Random.Group.Allocation.csv",16,0.00117784762300846
"389","perm_448_Summary.of.stats_Random.Group.Allocation.csv",23,0.00089641842477036
"390","perm_449_Summary.of.stats_Random.Group.Allocation.csv",19,2.65369055046105e-06
"391","perm_45_Summary.of.stats_Random.Group.Allocation.csv",25,0.00206331899772574
"392","perm_450_Summary.of.stats_Random.Group.Allocation.csv",16,5.57420357410579e-05
"393","perm_451_Summary.of.stats_Random.Group.Allocation.csv",28,1.04442849223911e-05
"394","perm_452_Summary.of.stats_Random.Group.Allocation.csv",15,0.00142664700115002
"395","perm_453_Summary.of.stats_Random.Group.Allocation.csv",26,0.000284826716768214
"396","perm_454_Summary.of.stats_Random.Group.Allocation.csv",21,0.000169138530113426
"397","perm_455_Summary.of.stats_Random.Group.Allocation.csv",13,0.00558045604023702
"398","perm_456_Summary.of.stats_Random.Group.Allocation.csv",31,5.42711492171285e-08
"399","perm_457_Summary.of.stats_Random.Group.Allocation.csv",22,0.000445454099141239
"400","perm_458_Summary.of.stats_Random.Group.Allocation.csv",21,0.000186444186884511
"401","perm_459_Summary.of.stats_Random.Group.Allocation.csv",20,0.000113594217006393
"402","perm_46_Summary.of.stats_Random.Group.Allocation.csv",32,0.000264154174104579
"403","perm_460_Summary.of.stats_Random.Group.Allocation.csv",22,0.000206027660305362
"404","perm_461_Summary.of.stats_Random.Group.Allocation.csv",26,0.000262546369854836
"405","perm_462_Summary.of.stats_Random.Group.Allocation.csv",22,3.31430731948055e-05
"406","perm_463_Summary.of.stats_Random.Group.Allocation.csv",22,0.000195388438643238
"407","perm_464_Summary.of.stats_Random.Group.Allocation.csv",32,0.000131300440188398
"408","perm_465_Summary.of.stats_Random.Group.Allocation.csv",32,0.00276802943466209
"409","perm_466_Summary.of.stats_Random.Group.Allocation.csv",25,0.000394565860164003
"410","perm_467_Summary.of.stats_Random.Group.Allocation.csv",21,0.000607747059483169
"411","perm_468_Summary.of.stats_Random.Group.Allocation.csv",18,0.00416418326987527
"412","perm_469_Summary.of.stats_Random.Group.Allocation.csv",19,0.00221189493283563
"413","perm_47_Summary.of.stats_Random.Group.Allocation.csv",25,0.000107065324233835
"414","perm_470_Summary.of.stats_Random.Group.Allocation.csv",26,4.79322537870584e-05
"415","perm_471_Summary.of.stats_Random.Group.Allocation.csv",22,0.000246492182857889
"416","perm_472_Summary.of.stats_Random.Group.Allocation.csv",16,0.000106292467128337
"417","perm_473_Summary.of.stats_Random.Group.Allocation.csv",23,0.000626071811516389
"418","perm_474_Summary.of.stats_Random.Group.Allocation.csv",10,0.00247830276793304
"419","perm_475_Summary.of.stats_Random.Group.Allocation.csv",30,0.00016029584678149
"420","perm_476_Summary.of.stats_Random.Group.Allocation.csv",15,0.00101929354678559
"421","perm_477_Summary.of.stats_Random.Group.Allocation.csv",12,0.000122122985279516
"422","perm_478_Summary.of.stats_Random.Group.Allocation.csv",12,0.000201780031392786
"423","perm_479_Summary.of.stats_Random.Group.Allocation.csv",21,0.00306383092625796
"424","perm_48_Summary.of.stats_Random.Group.Allocation.csv",29,0.00144686539724379
"425","perm_480_Summary.of.stats_Random.Group.Allocation.csv",22,0.000723343896542606
"426","perm_481_Summary.of.stats_Random.Group.Allocation.csv",31,0.00061083467785497
"427","perm_482_Summary.of.stats_Random.Group.Allocation.csv",28,0.000374675294397952
"428","perm_483_Summary.of.stats_Random.Group.Allocation.csv",27,0.000232241732262693
"429","perm_484_Summary.of.stats_Random.Group.Allocation.csv",23,0.000622342852921795
"430","perm_485_Summary.of.stats_Random.Group.Allocation.csv",26,6.41126082034302e-05
"431","perm_486_Summary.of.stats_Random.Group.Allocation.csv",19,0.00049798067130855
"432","perm_487_Summary.of.stats_Random.Group.Allocation.csv",28,1.56817368763972e-06
"433","perm_488_Summary.of.stats_Random.Group.Allocation.csv",20,0.00470285581139169
"434","perm_489_Summary.of.stats_Random.Group.Allocation.csv",22,0.000652701011867384
"435","perm_49_Summary.of.stats_Random.Group.Allocation.csv",25,0.00549234588169721
"436","perm_490_Summary.of.stats_Random.Group.Allocation.csv",8,0.000963940099093544
"437","perm_491_Summary.of.stats_Random.Group.Allocation.csv",21,0.00145983461810452
"438","perm_492_Summary.of.stats_Random.Group.Allocation.csv",17,0.00256748052976352
"439","perm_493_Summary.of.stats_Random.Group.Allocation.csv",31,0.000239094004042637
"440","perm_494_Summary.of.stats_Random.Group.Allocation.csv",30,0.000345881347236004
"441","perm_495_Summary.of.stats_Random.Group.Allocation.csv",23,0.000683511385149687
"442","perm_496_Summary.of.stats_Random.Group.Allocation.csv",18,0.000723343896542606
"443","perm_497_Summary.of.stats_Random.Group.Allocation.csv",27,0.000158166796371281
"444","perm_498_Summary.of.stats_Random.Group.Allocation.csv",31,0.000150776676985224
"445","perm_499_Summary.of.stats_Random.Group.Allocation.csv",22,0.000105864400320758
"446","perm_5_Summary.of.stats_Random.Group.Allocation.csv",24,0.000574971724919124
"447","perm_50_Summary.of.stats_Random.Group.Allocation.csv",16,0.00678562984769691
"448","perm_500_Summary.of.stats_Random.Group.Allocation.csv",22,0.00066051982847637
"449","perm_501_Summary.of.stats_Random.Group.Allocation.csv",17,0.0018120338459813
"450","perm_502_Summary.of.stats_Random.Group.Allocation.csv",30,0.00106047209515359
"451","perm_503_Summary.of.stats_Random.Group.Allocation.csv",15,0.000126400229983311
"452","perm_504_Summary.of.stats_Random.Group.Allocation.csv",27,0.000208307364318392
"453","perm_505_Summary.of.stats_Random.Group.Allocation.csv",28,0.000926831137272289
"454","perm_506_Summary.of.stats_Random.Group.Allocation.csv",21,0.000381507050039881
"455","perm_507_Summary.of.stats_Random.Group.Allocation.csv",22,0.00367844918970475
"456","perm_508_Summary.of.stats_Random.Group.Allocation.csv",25,8.85736015657852e-05
"457","perm_509_Summary.of.stats_Random.Group.Allocation.csv",24,0.000109075285856704
"458","perm_51_Summary.of.stats_Random.Group.Allocation.csv",20,0.000679067338035274
"459","perm_510_Summary.of.stats_Random.Group.Allocation.csv",23,0.000232241732262693
"460","perm_511_Summary.of.stats_Random.Group.Allocation.csv",22,0.00165176966662151
"461","perm_512_Summary.of.stats_Random.Group.Allocation.csv",32,0.000398477875422433
"462","perm_513_Summary.of.stats_Random.Group.Allocation.csv",22,0.000683511385149687
"463","perm_514_Summary.of.stats_Random.Group.Allocation.csv",27,0.000176477049446228
"464","perm_515_Summary.of.stats_Random.Group.Allocation.csv",15,0.00343537717656414
"465","perm_516_Summary.of.stats_Random.Group.Allocation.csv",17,0.000104335310617102
"466","perm_517_Summary.of.stats_Random.Group.Allocation.csv",27,0.000105742373733141
"467","perm_518_Summary.of.stats_Random.Group.Allocation.csv",25,0.000223171006002606
"468","perm_519_Summary.of.stats_Random.Group.Allocation.csv",29,0.000148777558190164
"469","perm_52_Summary.of.stats_Random.Group.Allocation.csv",20,0.000798066510709011
"470","perm_520_Summary.of.stats_Random.Group.Allocation.csv",25,0.000291430176315642
"471","perm_521_Summary.of.stats_Random.Group.Allocation.csv",14,0.00310171650327353
"472","perm_522_Summary.of.stats_Random.Group.Allocation.csv",24,0.000832654958711992
"473","perm_523_Summary.of.stats_Random.Group.Allocation.csv",24,0.000106292467128337
"474","perm_524_Summary.of.stats_Random.Group.Allocation.csv",23,0.0011142579904093
"475","perm_525_Summary.of.stats_Random.Group.Allocation.csv",25,0.000295830506645412
"476","perm_526_Summary.of.stats_Random.Group.Allocation.csv",22,0.000140776394559778
"477","perm_527_Summary.of.stats_Random.Group.Allocation.csv",20,0.000508962200113149
"478","perm_528_Summary.of.stats_Random.Group.Allocation.csv",23,0.000618987920595061
"479","perm_529_Summary.of.stats_Random.Group.Allocation.csv",14,0.000838619212557742
"480","perm_53_Summary.of.stats_Random.Group.Allocation.csv",28,0.000291430176315642
"481","perm_530_Summary.of.stats_Random.Group.Allocation.csv",18,0.000327167793080683
"482","perm_531_Summary.of.stats_Random.Group.Allocation.csv",20,0.000500104047933275
"483","perm_532_Summary.of.stats_Random.Group.Allocation.csv",28,0.00014394447555936
"484","perm_533_Summary.of.stats_Random.Group.Allocation.csv",28,0.000381427491873054
"485","perm_534_Summary.of.stats_Random.Group.Allocation.csv",23,0.00198465919876479
"486","perm_535_Summary.of.stats_Random.Group.Allocation.csv",33,0.000358531188122958
"487","perm_536_Summary.of.stats_Random.Group.Allocation.csv",20,0.000462936236047795
"488","perm_537_Summary.of.stats_Random.Group.Allocation.csv",28,0.00154157238166863
"489","perm_538_Summary.of.stats_Random.Group.Allocation.csv",20,0.000211152038663577
"490","perm_539_Summary.of.stats_Random.Group.Allocation.csv",32,0.00322717287536558
"491","perm_54_Summary.of.stats_Random.Group.Allocation.csv",17,0.0012264847070845
"492","perm_540_Summary.of.stats_Random.Group.Allocation.csv",22,2.5255577653255e-05
"493","perm_541_Summary.of.stats_Random.Group.Allocation.csv",26,0.00116578296627723
"494","perm_542_Summary.of.stats_Random.Group.Allocation.csv",19,0.00508582329749037
"495","perm_543_Summary.of.stats_Random.Group.Allocation.csv",26,9.841653456906e-06
"496","perm_544_Summary.of.stats_Random.Group.Allocation.csv",28,0.000220696931182641
"497","perm_545_Summary.of.stats_Random.Group.Allocation.csv",17,0.00117969825657852
"498","perm_546_Summary.of.stats_Random.Group.Allocation.csv",19,0.000596999331826994
"499","perm_547_Summary.of.stats_Random.Group.Allocation.csv",27,3.43926320841637e-05
"500","perm_548_Summary.of.stats_Random.Group.Allocation.csv",36,8.11208379439371e-07
"501","perm_549_Summary.of.stats_Random.Group.Allocation.csv",27,0.000361711537054453
"502","perm_55_Summary.of.stats_Random.Group.Allocation.csv",21,5.70517924666227e-05
"503","perm_550_Summary.of.stats_Random.Group.Allocation.csv",24,0.000231007642034861
"504","perm_551_Summary.of.stats_Random.Group.Allocation.csv",29,3.90831053601714e-05
"505","perm_552_Summary.of.stats_Random.Group.Allocation.csv",23,0.000232241732262693
"506","perm_553_Summary.of.stats_Random.Group.Allocation.csv",30,0.000216004305185138
"507","perm_554_Summary.of.stats_Random.Group.Allocation.csv",18,0.00363625090661732
"508","perm_555_Summary.of.stats_Random.Group.Allocation.csv",22,0.000433073421671507
"509","perm_556_Summary.of.stats_Random.Group.Allocation.csv",29,5.87553135692312e-07
"510","perm_557_Summary.of.stats_Random.Group.Allocation.csv",19,3.24081991875228e-05
"511","perm_558_Summary.of.stats_Random.Group.Allocation.csv",23,0.00977512568260403
"512","perm_559_Summary.of.stats_Random.Group.Allocation.csv",18,0.000162958613583894
"513","perm_56_Summary.of.stats_Random.Group.Allocation.csv",31,2.44884289292213e-05
"514","perm_560_Summary.of.stats_Random.Group.Allocation.csv",8,0.00418945223576146
"515","perm_561_Summary.of.stats_Random.Group.Allocation.csv",14,0.0053014071940819
"516","perm_562_Summary.of.stats_Random.Group.Allocation.csv",25,0.00114924383214568
"517","perm_563_Summary.of.stats_Random.Group.Allocation.csv",15,6.72292940771959e-05
"518","perm_564_Summary.of.stats_Random.Group.Allocation.csv",27,2.14133752342427e-05
"519","perm_565_Summary.of.stats_Random.Group.Allocation.csv",23,0.000489447832938208
"520","perm_566_Summary.of.stats_Random.Group.Allocation.csv",30,0.000610693739062987
"521","perm_567_Summary.of.stats_Random.Group.Allocation.csv",21,0.000301584413642062
"522","perm_568_Summary.of.stats_Random.Group.Allocation.csv",18,0.000226750709371711
"523","perm_569_Summary.of.stats_Random.Group.Allocation.csv",16,0.00116039286634221
"524","perm_57_Summary.of.stats_Random.Group.Allocation.csv",27,0.00111850425080721
"525","perm_570_Summary.of.stats_Random.Group.Allocation.csv",21,1.01003684374727e-05
"526","perm_571_Summary.of.stats_Random.Group.Allocation.csv",27,0.000183187965393581
"527","perm_572_Summary.of.stats_Random.Group.Allocation.csv",32,0.000829257624213813
"528","perm_573_Summary.of.stats_Random.Group.Allocation.csv",20,0.00290278003426244
"529","perm_574_Summary.of.stats_Random.Group.Allocation.csv",21,0.000824117108331368
"530","perm_575_Summary.of.stats_Random.Group.Allocation.csv",14,0.00379891488428136
"531","perm_576_Summary.of.stats_Random.Group.Allocation.csv",14,0.00764595097193569
"532","perm_577_Summary.of.stats_Random.Group.Allocation.csv",14,0.00142827374963353
"533","perm_578_Summary.of.stats_Random.Group.Allocation.csv",31,0.000142493271726312
"534","perm_579_Summary.of.stats_Random.Group.Allocation.csv",21,0.000183399126518727
"535","perm_58_Summary.of.stats_Random.Group.Allocation.csv",23,0.000440919690527783
"536","perm_580_Summary.of.stats_Random.Group.Allocation.csv",20,0.00403636285741794
"537","perm_581_Summary.of.stats_Random.Group.Allocation.csv",25,3.40163684385119e-05
"538","perm_582_Summary.of.stats_Random.Group.Allocation.csv",13,0.00236623818821324
"539","perm_583_Summary.of.stats_Random.Group.Allocation.csv",27,1.71429988103734e-05
"540","perm_584_Summary.of.stats_Random.Group.Allocation.csv",17,0.00198616062075948
"541","perm_585_Summary.of.stats_Random.Group.Allocation.csv",25,0.0001342824604512
"542","perm_586_Summary.of.stats_Random.Group.Allocation.csv",19,0.00337159371796108
"543","perm_587_Summary.of.stats_Random.Group.Allocation.csv",27,7.77780382569061e-05
"544","perm_588_Summary.of.stats_Random.Group.Allocation.csv",17,0.00013853360119768
"545","perm_589_Summary.of.stats_Random.Group.Allocation.csv",21,0.000370495998057195
"546","perm_59_Summary.of.stats_Random.Group.Allocation.csv",24,0.000941514180899772
"547","perm_590_Summary.of.stats_Random.Group.Allocation.csv",29,0.00061318416244672
"548","perm_591_Summary.of.stats_Random.Group.Allocation.csv",22,0.000557566281191058
"549","perm_592_Summary.of.stats_Random.Group.Allocation.csv",19,0.00091342904747145
"550","perm_593_Summary.of.stats_Random.Group.Allocation.csv",24,0.000206027660305362
"551","perm_594_Summary.of.stats_Random.Group.Allocation.csv",21,0.000210548514161916
"552","perm_595_Summary.of.stats_Random.Group.Allocation.csv",22,0.00100309474641482
"553","perm_596_Summary.of.stats_Random.Group.Allocation.csv",25,0.00149983546567438
"554","perm_597_Summary.of.stats_Random.Group.Allocation.csv",22,0.00174765837024803
"555","perm_598_Summary.of.stats_Random.Group.Allocation.csv",18,1.39722499378791e-06
"556","perm_599_Summary.of.stats_Random.Group.Allocation.csv",26,0.000251402459127371
"557","perm_6_Summary.of.stats_Random.Group.Allocation.csv",12,0.000941514180899772
"558","perm_60_Summary.of.stats_Random.Group.Allocation.csv",12,0.00418411637229879
"559","perm_600_Summary.of.stats_Random.Group.Allocation.csv",20,0.00168389901107155
"560","perm_601_Summary.of.stats_Random.Group.Allocation.csv",16,0.000291888165236574
"561","perm_602_Summary.of.stats_Random.Group.Allocation.csv",18,0.000295272736911879
"562","perm_603_Summary.of.stats_Random.Group.Allocation.csv",18,0.000528183395508977
"563","perm_604_Summary.of.stats_Random.Group.Allocation.csv",12,5.66418841056e-05
"564","perm_605_Summary.of.stats_Random.Group.Allocation.csv",30,0.00176972071567556
"565","perm_606_Summary.of.stats_Random.Group.Allocation.csv",29,4.31889637518363e-05
"566","perm_607_Summary.of.stats_Random.Group.Allocation.csv",16,6.34979110097761e-05
"567","perm_608_Summary.of.stats_Random.Group.Allocation.csv",16,0.00516878948562518
"568","perm_609_Summary.of.stats_Random.Group.Allocation.csv",18,6.96899464105018e-06
"569","perm_61_Summary.of.stats_Random.Group.Allocation.csv",23,0.000106292467128337
"570","perm_610_Summary.of.stats_Random.Group.Allocation.csv",27,6.51266868706154e-06
"571","perm_611_Summary.of.stats_Random.Group.Allocation.csv",32,0.000414252735635674
"572","perm_612_Summary.of.stats_Random.Group.Allocation.csv",23,1.04442849223911e-05
"573","perm_613_Summary.of.stats_Random.Group.Allocation.csv",22,0.00116578296627723
"574","perm_614_Summary.of.stats_Random.Group.Allocation.csv",13,0.00635744781865136
"575","perm_615_Summary.of.stats_Random.Group.Allocation.csv",11,0.00773426036576514
"576","perm_616_Summary.of.stats_Random.Group.Allocation.csv",24,1.28992172239592e-05
"577","perm_617_Summary.of.stats_Random.Group.Allocation.csv",20,0.00299781197688423
"578","perm_618_Summary.of.stats_Random.Group.Allocation.csv",30,2.61230847120846e-05
"579","perm_619_Summary.of.stats_Random.Group.Allocation.csv",22,4.47715221662021e-05
"580","perm_62_Summary.of.stats_Random.Group.Allocation.csv",20,0.000384332766894075
"581","perm_620_Summary.of.stats_Random.Group.Allocation.csv",21,5.19464597104718e-05
"582","perm_621_Summary.of.stats_Random.Group.Allocation.csv",28,4.48063099146105e-05
"583","perm_622_Summary.of.stats_Random.Group.Allocation.csv",19,0.00719913722750676
"584","perm_623_Summary.of.stats_Random.Group.Allocation.csv",21,0.00139702009125675
"585","perm_624_Summary.of.stats_Random.Group.Allocation.csv",23,3.3938742280368e-05
"586","perm_625_Summary.of.stats_Random.Group.Allocation.csv",16,9.96393185376131e-05
"587","perm_626_Summary.of.stats_Random.Group.Allocation.csv",18,0.00277762474301395
"588","perm_627_Summary.of.stats_Random.Group.Allocation.csv",23,0.000173637895137398
"589","perm_628_Summary.of.stats_Random.Group.Allocation.csv",20,0.00189974632230457
"590","perm_629_Summary.of.stats_Random.Group.Allocation.csv",25,0.00148020806362282
"591","perm_63_Summary.of.stats_Random.Group.Allocation.csv",29,0.000208948934307869
"592","perm_630_Summary.of.stats_Random.Group.Allocation.csv",24,0.000107303527655637
"593","perm_631_Summary.of.stats_Random.Group.Allocation.csv",20,9.23676921190274e-05
"594","perm_632_Summary.of.stats_Random.Group.Allocation.csv",27,0.0006035459397363
"595","perm_633_Summary.of.stats_Random.Group.Allocation.csv",18,9.78455858968895e-05
"596","perm_634_Summary.of.stats_Random.Group.Allocation.csv",24,0.000382787489555822
"597","perm_635_Summary.of.stats_Random.Group.Allocation.csv",22,0.000560020619807017
"598","perm_636_Summary.of.stats_Random.Group.Allocation.csv",32,0.000472952364687194
"599","perm_637_Summary.of.stats_Random.Group.Allocation.csv",20,0.000683511385149687
"600","perm_638_Summary.of.stats_Random.Group.Allocation.csv",29,1.74143083374361e-05
"601","perm_639_Summary.of.stats_Random.Group.Allocation.csv",32,2.90424288282232e-05
"602","perm_64_Summary.of.stats_Random.Group.Allocation.csv",22,4.71369687356113e-05
"603","perm_640_Summary.of.stats_Random.Group.Allocation.csv",14,0.00463475274501702
"604","perm_641_Summary.of.stats_Random.Group.Allocation.csv",25,5.88085773847166e-05
"605","perm_642_Summary.of.stats_Random.Group.Allocation.csv",23,6.26533906108268e-05
"606","perm_643_Summary.of.stats_Random.Group.Allocation.csv",22,0.000344852347412712
"607","perm_644_Summary.of.stats_Random.Group.Allocation.csv",22,0.00271672532857012
"608","perm_645_Summary.of.stats_Random.Group.Allocation.csv",20,0.000128887485369179
"609","perm_646_Summary.of.stats_Random.Group.Allocation.csv",28,0.00158672513163173
"610","perm_647_Summary.of.stats_Random.Group.Allocation.csv",15,0.000501168905205874
"611","perm_648_Summary.of.stats_Random.Group.Allocation.csv",26,0.000969365665616996
"612","perm_649_Summary.of.stats_Random.Group.Allocation.csv",19,0.00010402216229377
"613","perm_65_Summary.of.stats_Random.Group.Allocation.csv",25,0.000321474457921375
"614","perm_650_Summary.of.stats_Random.Group.Allocation.csv",29,0.000357684427193159
"615","perm_651_Summary.of.stats_Random.Group.Allocation.csv",11,0.000793193906494524
"616","perm_652_Summary.of.stats_Random.Group.Allocation.csv",25,0.000931567792326212
"617","perm_653_Summary.of.stats_Random.Group.Allocation.csv",16,0.000106292467128337
"618","perm_654_Summary.of.stats_Random.Group.Allocation.csv",25,0.000861786568749975
"619","perm_655_Summary.of.stats_Random.Group.Allocation.csv",20,0.00206951104369633
"620","perm_656_Summary.of.stats_Random.Group.Allocation.csv",23,0.001412706960563
"621","perm_657_Summary.of.stats_Random.Group.Allocation.csv",20,4.8741804644832e-05
"622","perm_658_Summary.of.stats_Random.Group.Allocation.csv",18,0.000239094004042637
"623","perm_659_Summary.of.stats_Random.Group.Allocation.csv",32,6.74178227538381e-05
"624","perm_66_Summary.of.stats_Random.Group.Allocation.csv",19,5.70517924666227e-05
"625","perm_660_Summary.of.stats_Random.Group.Allocation.csv",16,0.00029007419979399
"626","perm_661_Summary.of.stats_Random.Group.Allocation.csv",23,0.00183259299301164
"627","perm_662_Summary.of.stats_Random.Group.Allocation.csv",28,0.000717198112859244
"628","perm_663_Summary.of.stats_Random.Group.Allocation.csv",26,0.00102277952357829
"629","perm_664_Summary.of.stats_Random.Group.Allocation.csv",25,0.00103074318910686
"630","perm_665_Summary.of.stats_Random.Group.Allocation.csv",18,0.00045651408063239
"631","perm_666_Summary.of.stats_Random.Group.Allocation.csv",27,5.17379983481347e-05
"632","perm_667_Summary.of.stats_Random.Group.Allocation.csv",20,0.00235561238323517
"633","perm_668_Summary.of.stats_Random.Group.Allocation.csv",37,4.48063099146105e-05
"634","perm_669_Summary.of.stats_Random.Group.Allocation.csv",17,0.000138262911340009
"635","perm_67_Summary.of.stats_Random.Group.Allocation.csv",24,0.00226358421366487
"636","perm_670_Summary.of.stats_Random.Group.Allocation.csv",18,0.00197079386791048
"637","perm_671_Summary.of.stats_Random.Group.Allocation.csv",22,0.00234114162576538
"638","perm_672_Summary.of.stats_Random.Group.Allocation.csv",10,0.00405574829720265
"639","perm_673_Summary.of.stats_Random.Group.Allocation.csv",25,0.000615275004912132
"640","perm_674_Summary.of.stats_Random.Group.Allocation.csv",22,0.000886903918649884
"641","perm_675_Summary.of.stats_Random.Group.Allocation.csv",25,0.00125512505176815
"642","perm_676_Summary.of.stats_Random.Group.Allocation.csv",30,0.0011142579904093
"643","perm_677_Summary.of.stats_Random.Group.Allocation.csv",20,0.000196677909651044
"644","perm_678_Summary.of.stats_Random.Group.Allocation.csv",24,0.000126400229983311
"645","perm_679_Summary.of.stats_Random.Group.Allocation.csv",12,1.13443740593197e-06
"646","perm_68_Summary.of.stats_Random.Group.Allocation.csv",21,0.00037963064522465
"647","perm_680_Summary.of.stats_Random.Group.Allocation.csv",22,0.000144616567836457
"648","perm_681_Summary.of.stats_Random.Group.Allocation.csv",20,0.000455824882052795
"649","perm_682_Summary.of.stats_Random.Group.Allocation.csv",22,0.000106068316024076
"650","perm_683_Summary.of.stats_Random.Group.Allocation.csv",23,4.48063099146105e-05
"651","perm_684_Summary.of.stats_Random.Group.Allocation.csv",21,0.000206027660305362
"652","perm_685_Summary.of.stats_Random.Group.Allocation.csv",23,6.55071162925428e-05
